i,name,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,drag
10,1c9725db9005eda1aaa354fd606bff0,-6.4328293800354,3.232407569885254,-5.447099685668945,-1.5686310529708862,-3.396507978439331,3.338286876678467,1.746842384338379,-5.836154460906982,5.324885368347168,1.326859712600708,1.1794127225875854,0.6094868779182434,-3.1904959678649902,0.19944263994693756,0.21848328411579132,0.6087379455566406,-2.593968152999878,-2.5972201824188232,-0.9400365352630615,4.465719699859619,1.3683595657348633,-0.7045985460281372,2.7008183002471924,3.182297468185425,3.488642692565918,3.793144941329956,-0.25352415442466736,-4.92020320892334,-0.7584949135780334,-1.0787986516952515,-4.603458404541016,1.118597149848938,-5.240301132202148,-5.417337894439697,4.286371231079102,-3.7089030742645264,0.47436395287513733,-5.539628982543945,-0.2553042769432068,-1.1997737884521484,4.667656421661377,-2.0242414474487305,4.881588935852051,4.935733318328857,3.681758165359497,-0.9228591918945312,2.391771078109741,0.7305968403816223,-0.8519212007522583,-3.3589389324188232,4.8758673667907715,-0.3998633325099945,-2.2370669841766357,-2.1046860218048096,-3.4052648544311523,-6.012969970703125,3.861215114593506,2.4814162254333496,-4.776461601257324,-4.677764415740967,-5.843084335327148,-0.9116973280906677,3.8325207233428955,2.6428632736206055,0.425
11,1cb095eaa6564806b8cf782e8c539948,-5.68789005279541,-2.5398364067077637,-0.37693244218826294,-3.4716379642486572,-7.9811577796936035,0.2938104569911957,0.48873281478881836,-2.0603082180023193,1.151223063468933,2.070357322692871,-1.2077546119689941,0.13887517154216766,1.7524369955062866,-1.2964922189712524,-1.0356147289276123,-3.1154544353485107,-0.49631205201148987,-1.859645128250122,0.17827139794826508,1.1119675636291504,2.4159247875213623,-2.138765335083008,3.5582706928253174,1.471221923828125,1.0647629499435425,0.29499727487564087,-2.862490177154541,-2.5312681198120117,-1.576940894126892,-4.729265213012695,0.4840582013130188,-0.056837886571884155,-1.6700581312179565,-1.0698955059051514,-0.1568482220172882,-1.9081759452819824,-1.5681337118148804,0.307649701833725,2.0216116905212402,0.9735222458839417,0.15893754363059998,-5.9713850021362305,0.3520667552947998,3.4331541061401367,3.0910141468048096,-2.0698845386505127,-0.7837450504302979,-3.8750016689300537,-0.24903103709220886,-5.029430389404297,-1.1837679147720337,-1.1903645992279053,-4.318739891052246,-6.456454277038574,2.6883275508880615,-1.3925652503967285,1.8435972929000854,0.00870230607688427,2.01967716217041,-2.6857707500457764,2.4610435962677,-0.7422478795051575,-3.3948922157287598,-0.1426381766796112,0.429
12,1cd6320c2778a0587f9f7271076cbfc3,-3.520901679992676,-2.3706514835357666,-3.4500343799591064,-2.243773937225342,-0.22501623630523682,0.7439435720443726,2.8653244972229004,-3.8548271656036377,-4.325516223907471,1.4310625791549683,0.45511192083358765,-3.941990613937378,-2.9223880767822266,4.622700214385986,-3.8179595470428467,2.0474860668182373,-2.372344970703125,-2.7364044189453125,-0.14954990148544312,0.21741454303264618,3.5966222286224365,-3.149608850479126,0.014995202422142029,2.33866548538208,-3.3278865814208984,3.4087932109832764,2.0158698558807373,0.23963084816932678,-4.573915958404541,3.2371480464935303,-2.2950634956359863,-2.1188576221466064,2.2848873138427734,-4.071436882019043,-2.07610821723938,-3.056295156478882,1.1523991823196411,-1.31338632106781,1.2923129796981812,-0.1949608027935028,5.252358913421631,0.10242237150669098,-1.5212862491607666,-0.8953554034233093,-1.462619662284851,5.479691028594971,-4.723079681396484,-4.062800884246826,0.8985639214515686,1.6479895114898682,3.033902168273926,2.9477460384368896,-2.7138726711273193,-0.11197657138109207,4.362462997436523,-0.18888717889785767,0.3643715977668762,0.15616966784000397,-5.173336505889893,-4.400749683380127,-3.012052536010742,-0.4689064621925354,4.638175010681152,0.6650551557540894,0.445
13,1cff510c0630c3cc673ddeabdcc8c6e,-2.6971964836120605,-1.4902104139328003,-4.91011381149292,-0.21438954770565033,0.455745130777359,2.0897154808044434,1.7870510816574097,-0.7383865714073181,0.3094659447669983,1.5905075073242188,2.3336963653564453,-2.335754871368408,-4.887264251708984,2.185370683670044,2.0585238933563232,1.5753287076950073,2.6625707149505615,-1.3110888004302979,5.162446975708008,1.3503680229187012,0.9856975674629211,-1.4931446313858032,5.182749271392822,0.5511903762817383,-4.838018417358398,0.8891398906707764,0.6422104239463806,-3.750783681869507,0.21607033908367157,0.02261250466108322,-0.3391473591327667,0.8129854798316956,-1.6411404609680176,-2.17402982711792,0.9978592991828918,-3.997032403945923,5.081633567810059,-4.698296070098877,1.9009250402450562,-0.08250358700752258,1.8082331418991089,0.9531932473182678,0.5999056100845337,2.137411594390869,-1.3672465085983276,1.2910447120666504,-1.3060423135757446,1.7023733854293823,0.8914310932159424,-2.6204140186309814,-0.9278388023376465,0.9263206124305725,-0.08920212835073471,-0.050106532871723175,1.6123723983764648,-3.141789436340332,-0.02706412971019745,-1.7112177610397339,5.581722259521484,-2.3158726692199707,3.778062343597412,-0.7609398365020752,0.17148014903068542,-0.04981274902820587,0.435
14,1d4b2404a00ef4bb627014ff98c41eb1,-0.73087477684021,-0.41463702917099,-1.196540355682373,-4.39386510848999,-2.615372896194458,3.2460241317749023,2.0310842990875244,-0.6354115605354309,-3.6195459365844727,1.3299708366394043,-1.0264521837234497,0.7096255421638489,0.23622706532478333,1.0278027057647705,0.33831632137298584,2.816035747528076,-0.9477026462554932,-2.688727617263794,1.296067714691162,2.9324514865875244,1.011556625366211,-3.4476077556610107,-0.5662952661514282,1.0525016784667969,-1.9009435176849365,0.543548047542572,2.2789738178253174,-2.4184203147888184,-1.3892855644226074,-1.501025915145874,-3.9638142585754395,0.9303034543991089,0.652002215385437,-3.8990399837493896,3.6587929725646973,-0.37725526094436646,4.576414108276367,1.221060872077942,2.004500389099121,-0.86698979139328,1.1697063446044922,0.4124794602394104,1.2368838787078857,5.473453998565674,2.5521490573883057,0.7779435515403748,0.8071897029876709,3.9368815422058105,0.47728341817855835,-4.9391632080078125,1.1447522640228271,2.8260340690612793,0.620267927646637,-3.584774971008301,4.545241355895996,-3.5035903453826904,-1.2814669609069824,0.6239439249038696,2.748430013656616,-2.569005250930786,5.767092704772949,-2.0426833629608154,1.6990041732788086,-1.8469494581222534,0.335
15,1d7fd8ff8d68f74ce3ccef60655d5f2d,-3.4574265480041504,-1.3669158220291138,1.4074594974517822,0.4059142768383026,-0.2816675901412964,0.049888975918293,0.16324706375598907,-0.7690085172653198,-2.6145706176757812,-1.5311870574951172,2.7208142280578613,1.3722984790802002,-0.5291690826416016,1.539482593536377,4.955440044403076,3.149207592010498,3.8413074016571045,-3.7876362800598145,-0.5890227556228638,-0.17157337069511414,-0.38012537360191345,-0.860555112361908,1.3489493131637573,1.8284425735473633,-1.8993288278579712,1.4618526697158813,-3.752319097518921,-3.24717378616333,-3.579787015914917,-4.484158992767334,0.8888465166091919,0.011176776140928268,0.7919374704360962,1.109622597694397,-1.7375781536102295,-5.74089241027832,1.7641254663467407,-4.386972427368164,3.464719533920288,-1.3720743656158447,4.429553508758545,-3.890568971633911,-1.5385847091674805,1.1124775409698486,0.4192548394203186,0.15981075167655945,-3.1637511253356934,-1.191762924194336,1.902861475944519,-0.8272667527198792,-0.02737562172114849,2.031074047088623,0.01646852120757103,1.7865996360778809,3.039975881576538,-0.8620094656944275,-3.51016902923584,3.368304491043091,3.5600075721740723,0.6689673662185669,5.6666483879089355,0.24033024907112122,-0.4221252202987671,0.8910748958587646,0.327
16,1d55c91c862fad6ff96205b49d430ba4,-3.007046699523926,-0.1122618317604065,-1.467569351196289,-2.567760944366455,-0.40533778071403503,-1.3973608016967773,-1.6342136859893799,-0.3780198097229004,-2.1883106231689453,0.7486599087715149,2.6017141342163086,-1.9113271236419678,-2.9780983924865723,0.277442991733551,3.7700631618499756,0.23101192712783813,0.6230802536010742,-1.57047438621521,1.2068889141082764,0.8091809749603271,3.4455924034118652,-0.8880123496055603,-0.947192907333374,3.1650614738464355,3.4092116355895996,-2.3769071102142334,-3.007638692855835,-2.3005597591400146,-5.246964931488037,-4.611030101776123,-2.1193411350250244,2.2087509632110596,-4.316037654876709,0.30829137563705444,-0.9162302613258362,-1.2055222988128662,3.400136947631836,-2.9384713172912598,2.986083745956421,-2.1684072017669678,1.3187910318374634,-2.2360236644744873,-0.4534890651702881,-1.2112656831741333,4.032511234283447,1.0699864625930786,0.1301696002483368,2.6371798515319824,-1.5169215202331543,-3.140364408493042,-3.4651708602905273,3.505542516708374,-1.1220868825912476,-3.967137098312378,4.543163299560547,3.7311089038848877,1.4211429357528687,2.151991605758667,4.212474346160889,-0.7082899212837219,1.4491525888442993,-2.1816565990448,1.4577399492263794,-0.512768566608429,0.323
17,1d5872004edf12038644d87f4c93cda7,1.7580537796020508,-0.07480333745479584,-1.7889235019683838,-0.19315898418426514,-4.253283977508545,0.7847894430160522,3.877464532852173,-1.4406590461730957,-3.078005075454712,5.925969123840332,4.011174201965332,0.7138556838035583,-2.074263095855713,0.14888709783554077,-0.2789318859577179,0.5539990663528442,2.3549160957336426,-3.6935842037200928,0.665874183177948,3.2899184226989746,-0.2691756784915924,-3.670267343521118,0.8727333545684814,0.5028746724128723,-1.5326367616653442,0.02069629728794098,-1.6495603322982788,-4.8487324714660645,-0.11506779491901398,-5.053225994110107,-1.2628257274627686,1.1185476779937744,-0.18238681554794312,-1.492549180984497,1.8520758152008057,0.781235933303833,1.3663536310195923,-2.3281803131103516,1.8597561120986938,0.1769094169139862,0.7719421982765198,-0.8552228808403015,4.988624572753906,8.786392211914062,1.69560968875885,1.7238256931304932,2.0275344848632812,0.29078876972198486,0.5970433354377747,-5.795459747314453,1.431226372718811,-1.5012537240982056,0.578619122505188,-2.636681079864502,-0.9946991205215454,-0.325592041015625,-1.8305002450942993,0.8274686932563782,5.292534828186035,0.15914011001586914,-2.3752200603485107,1.0441988706588745,2.633714199066162,-0.1252247542142868,0.507
18,1dbb02c20bb93af81c1b3b2ed8d13bf8,0.390328586101532,-1.5309525728225708,-2.5219500064849854,-4.864146709442139,-0.7424798607826233,0.14603103697299957,-0.1565358191728592,1.7401306629180908,-2.9439210891723633,5.2807536125183105,4.157421112060547,2.5026535987854004,-1.3728866577148438,5.927479267120361,-2.6704049110412598,2.526319980621338,3.918130397796631,1.3602404594421387,2.776174545288086,-2.3742780685424805,-1.680308222770691,-2.1442272663116455,-0.6067466139793396,1.484373688697815,0.030442185699939728,4.380175590515137,1.7110567092895508,2.08748197555542,-2.956033706665039,-3.134256362915039,0.5856441855430603,2.378580331802368,-2.4865870475769043,-8.329448699951172,-0.2702139616012573,1.5209065675735474,-3.129589080810547,0.8162997961044312,2.3162167072296143,0.7901718616485596,2.391897201538086,-4.953135013580322,2.3739795684814453,3.428971529006958,-1.0052082538604736,1.5857006311416626,-3.757286310195923,1.0265928506851196,0.6175309419631958,-2.940075635910034,2.063755512237549,4.964290142059326,-0.19724763929843903,-2.2105653285980225,-0.8750153183937073,1.7043222188949585,5.339616298675537,3.0197713375091553,6.336881160736084,1.606372594833374,-2.136701822280884,-7.156015396118164,3.7959554195404053,1.7534395456314087,0.367
19,1dbb24dedcb23beab1bb46d2556ba67d,1.8209986686706543,0.5882295966148376,-5.625561714172363,-3.129371404647827,-1.2891041040420532,4.382305145263672,0.2706229090690613,-2.7256274223327637,-1.3599554300308228,4.148021221160889,5.35572624206543,0.30247774720191956,-4.072854518890381,0.9748215079307556,-0.5565395951271057,3.742332696914673,0.8666884899139404,-1.4802005290985107,2.395630121231079,0.24342525005340576,1.6247172355651855,0.9900316596031189,-2.9464449882507324,1.7045336961746216,0.9826605916023254,1.450010895729065,-5.004149913787842,0.6047198176383972,-2.9358766078948975,-2.224846363067627,1.3159980773925781,-1.5411649942398071,-2.2050440311431885,-0.11864985525608063,0.7396098375320435,-0.9003900289535522,0.1285291314125061,4.366005897521973,-0.05238613486289978,1.5695712566375732,-0.3878081738948822,-4.215724468231201,2.1537511348724365,-0.9540218114852905,0.8227406144142151,-4.05155086517334,0.4303496778011322,-3.8226213455200195,0.4416029453277588,1.1616170406341553,-1.8574423789978027,3.8599772453308105,-2.365675687789917,-6.131699085235596,0.19321398437023163,-2.980583906173706,-2.951423168182373,7.106788158416748,5.912303447723389,0.9776266813278198,-6.169527053833008,0.6580133438110352,-1.9026564359664917,3.6046524047851562,0.375
20,1e4976203d1dc1887eaeab1f0c9120b7,-4.235806941986084,-4.906083583831787,-5.8384294509887695,-7.146564483642578,-3.6172003746032715,0.33260396122932434,9.372711181640625,-3.7953298091888428,2.0630459785461426,4.688880920410156,2.3401575088500977,1.7183880805969238,2.101299285888672,1.7625768184661865,-9.273351669311523,4.403854846954346,-1.5231738090515137,-0.8573464155197144,-2.785813570022583,-1.5119678974151611,2.9677042961120605,-0.6502031683921814,5.382615089416504,-0.9622504115104675,1.2362134456634521,-4.448994159698486,-1.4927080869674683,-7.169697284698486,-1.453579306602478,0.7731790542602539,-4.898902416229248,-7.060039520263672,2.1060798168182373,4.323726177215576,-2.7333226203918457,-0.5865273475646973,-2.711754560470581,-4.651403903961182,2.3849668502807617,-2.5164246559143066,1.2327990531921387,2.3228847980499268,-2.3328607082366943,3.2060372829437256,3.7046658992767334,-4.511203765869141,-0.572862982749939,-3.289257526397705,-0.3773925304412842,-3.4476819038391113,5.95791482925415,1.3551093339920044,-3.4496097564697266,-1.6721980571746826,-2.611919403076172,0.4778614640235901,-0.3702360689640045,0.30341047048568726,0.5952528715133667,0.3686300218105316,2.7347309589385986,-0.19959431886672974,2.7607040405273438,2.172304630279541,0.4
